iteration,elapsed_time,training_rmse,test_rmse1,10292,1.169154,1.169359
2,22092,1.169154,1.169359
3,35102,1.169154,1.169359
4,49105,1.169154,1.169359
5,63585,1.169154,1.169359
6,78513,1.169154,1.169359
7,93451,1.169154,1.169359
8,107663,1.169154,1.169359
9,119849,1.169154,1.169359
10,131285,1.169154,1.169359
